record_id,emp_id,effective_date,base_salary_idr,allowances_idr,total_idr,change_reason
SAL0797,EMP0270,2016-05-04,9605626,1467645,11073271,initial
SAL0798,EMP0270,2017-05-14,10190237,2017448,12207685,annual_review
SAL0799,EMP0270,14/08/2018,10701570,1265641,11967211,annual_review
SAL0800,EMP0271,19-10-2020,9222503,1004910,10227413,initial
SAL0801,EMP0271,21-09-2021,10552939,1117465,11670404,annual_review
SAL0802,EMP0271,02-09-2022,11099316,1440718,12540034,annual_review
SAL0803,EMP0271,20-04-2023,11858564,2244839,14103403,market_adjustment
SAL0804,EMP0272,2023-03-22,19327419,2658511,21985930,initial
SAL0805,EMP0272,18/11/2023,20027561,3509096,23536657,annual_review
SAL0806,EMP0273,13-12-2017,8457984,1045822,9503806,initial
SAL0807,EMP0273,2019-02-26,9475367,1847087,11322454,market_adjustment
SAL0808,EMP0273,2020-01-09,9828569,1526495,11355064,market_adjustment
SAL0809,EMP0274,2020-08-08,6274551,931250,7205801,initial
SAL0810,EMP0274,2021-08-31,6939809,880772,7820581,annual_review
SAL0811,EMP0275,08-06-2021,8458586,1416895,9875481,initial
SAL0812,EMP0275,2022-04-10,9486789,1237658,10724447,annual_review
SAL0813,EMP0275,2023-05-03,10279105,1237045,11516150,correction
SAL0814,EMP0276,2017-09-28,6597130,905987,7503117,initial
SAL0815,EMP0276,2018-06-21,7414137,1447693,8861830,correction
SAL0816,EMP0276,28/09/2019,8038474,1457088,9495562,annual_review
SAL0817,EMP0276,2021-02-06,8558643,856328,9414971,annual_review
SAL0818,EMP0277,2021-03-14,9915411,1905554,11820965,initial
SAL0819,EMP0277,2022-01-27,10924245,2184020,13108265,market_adjustment
SAL0820,EMP0278,16/01/2018,29133775,4755234,33889009,initial
SAL0821,EMP0278,2019-05-10,32946864,3444544,36391408,promotion
SAL0822,EMP0278,2020-08-05,36161482,3940571,40102053,promotion
SAL0823,EMP0279,2017-01-04,26717699,3000336,29718035,initial
SAL0824,EMP0279,2017-09-12,29843906,5605519,35449425,promotion
SAL0825,EMP0279,26/06/2018,32925391,6202918,39128309,promotion
SAL0826,EMP0279,16-06-2019,36422738,4636662,41059400,market_adjustment
SAL0827,EMP0280,2024-09-17,8777791,1740655,10518446,initial
SAL0828,EMP0280,2025-06-24,9525447,1265414,10790861,correction
SAL0829,EMP0280,2025-06-26,10550129,1697290,12247419,annual_review
SAL0830,EMP0280,2025-06-02,10878759,1537346,12416105,annual_review
SAL0831,EMP0281,2019-02-20,9755026,1654930,11409956,initial
SAL0832,EMP0281,2020-04-25,10940220,1182800,12123020,correction
SAL0833,EMP0281,19-09-2021,12123426,1249861,13373287,correction
SAL0834,EMP0282,2020-07-13,9490012,1723439,11213451,initial
SAL0835,EMP0282,2021-08-24,10540266,2078581,12618847,promotion
SAL0836,EMP0282,2022-08-31,11903080,1650660,13553740,promotion
SAL0837,EMP0283,2015-04-08,9519632,1683038,11202670,initial
SAL0838,EMP0283,2016-09-25,10929065,1598586,12527651,annual_review
SAL0839,EMP0283,2017-06-30,11839995,2063882,13903877,annual_review
SAL0840,EMP0283,19/05/2018,13162126,1568282,14730408,promotion
SAL0841,EMP0284,09-07-2024,28694919,4629760,33324679,initial
SAL0842,EMP0284,2025-06-09,32339453,3991522,36330975,annual_review
SAL0843,EMP0284,31-05-2025,34718339,5182885,39901224,promotion
SAL0844,EMP0285,03/09/2015,8952990,1528246,10481236,initial
SAL0845,EMP0285,2016-06-16,9229245,1025319,10254564,market_adjustment
SAL0846,EMP0285,04-05-2017,10136408,1186443,11322851,market_adjustment
SAL0847,EMP0286,19/08/2019,18250925,3029358,21280283,initial
SAL0848,EMP0286,30-11-2020,20270591,3172631,23443222,correction
SAL0849,EMP0287,2015-11-03,6274142,996437,7270579,initial
SAL0850,EMP0287,03-06-2016,6558308,1216880,7775188,correction
SAL0851,EMP0287,24/08/2017,7328698,873472,8202170,promotion
SAL0852,EMP0288,2024-07-17,26374595,2698430,29073025,initial
SAL0853,EMP0288,2025-06-09,28852566,4849194,33701760,promotion
SAL0854,EMP0288,2025-06-30,32965408,6111324,39076732,annual_review
SAL0855,EMP0289,2015-11-02,7354757,1053604,8408361,initial
SAL0856,EMP0289,2016-11-24,7817255,1146468,8963723,correction
SAL0857,EMP0289,2017-11-24,8536996,1608201,10145197,annual_review
SAL0858,EMP0289,2018-09-14,8841218,1354837,10196055,market_adjustment
SAL0859,EMP0290,2020-03-23,7326414,736421,8062835,initial
SAL0860,EMP0290,27/12/2020,7840469,1417300,9257769,correction
SAL0861,EMP0290,18-10-2021,8995930,1761201,10757131,market_adjustment
SAL0862,EMP0290,21-08-2022,9478338,1242426,10720764,promotion
SAL0863,EMP0291,26/01/2020,8625612,1401916,10027528,initial
SAL0864,EMP0291,07/08/2020,9381180,1493981,10875161,annual_review
SAL0865,EMP0291,2021-12-20,10715252,1336356,12051608,promotion
SAL0866,EMP0291,2023-02-15,11343199,2078661,13421860,promotion
SAL0867,EMP0292,2024-04-07,9446181,1259731,10705912,initial
SAL0868,EMP0292,02/02/2025,10799116,1748988,12548104,correction
SAL0869,EMP0293,28/12/2018,9204861,1008549,10213410,initial
SAL0870,EMP0293,2020-02-09,10120488,1998316,12118804,annual_review
SAL0871,EMP0293,2020-08-24,10882433,1939952,12822385,annual_review
SAL0872,EMP0294,2015-05-08,6260056,1201377,7461433,initial
SAL0873,EMP0294,17-06-2016,6489015,1055234,7544249,correction
SAL0874,EMP0294,2017-01-16,6762976,1054522,7817498,annual_review
SAL0875,EMP0295,2024-01-06,7236970,1338788,8575758,initial
SAL0876,EMP0295,2025-01-25,7537301,929433,8466734,market_adjustment
SAL0877,EMP0295,2025-06-05,8360124,1215069,9575193,annual_review
SAL0878,EMP0296,22-03-2017,4973517,892828,5866345,initial
SAL0879,EMP0296,01-08-2018,5492292,906734,6399026,promotion
SAL0880,EMP0296,08/01/2020,6173069,936585,7109654,market_adjustment
SAL0881,EMP0297,20-03-2017,8465467,1009491,9474958,initial
SAL0882,EMP0297,2017-11-07,8731914,1390894,10122808,annual_review
SAL0883,EMP0297,2018-08-13,9941497,1627784,11569281,annual_review
SAL0884,EMP0298,2015-07-27,19299767,2615873,21915640,initial
SAL0885,EMP0298,2016-09-25,21556966,2556491,24113457,market_adjustment
SAL0886,EMP0298,2017-06-02,24265449,2736367,27001816,annual_review
SAL0887,EMP0299,2022-08-30,24806656,3561859,28368515,initial
SAL0888,EMP0299,25/01/2024,27796474,4402032,32198506,promotion
SAL0889,EMP0299,26/04/2025,31217093,4587425,35804518,annual_review
SAL0890,EMP0300,2020-01-01,25122189,3373659,28495848,initial
SAL0891,EMP0300,03/01/2021,28800894,4569088,33369982,correction
SAL0892,EMP0301,16/05/2020,47759983,5466609,53226592,initial
SAL0893,EMP0301,13-03-2021,52099118,9683674,61782792,correction
SAL0894,EMP0301,13/04/2022,55811593,9156197,64967790,annual_review
SAL0895,EMP0302,2022-03-17,6844150,1221861,8066011,initial
SAL0896,EMP0302,06-03-2023,7204991,1221088,8426079,market_adjustment
SAL0897,EMP0302,2024-04-28,7939694,1470438,9410132,promotion
SAL0898,EMP0302,31/05/2025,8497689,1205563,9703252,promotion
SAL0899,EMP0303,18/05/2020,17722606,1958078,19680684,initial
SAL0900,EMP0303,2020-12-05,19308986,3164293,22473279,annual_review
SAL0901,EMP0304,06/01/2017,26630311,3276257,29906568,initial
SAL0902,EMP0304,2018-05-20,28110333,4875979,32986312,market_adjustment
SAL0903,EMP0304,2019-05-04,31676762,3818051,35494813,market_adjustment
SAL0904,EMP0304,02/02/2020,35767186,4874413,40641599,annual_review
SAL0905,EMP0305,2024-01-26,4154625,564150,4718775,initial
SAL0906,EMP0305,2025-05-04,4336691,624660,4961351,promotion
SAL0907,EMP0305,2025-06-12,4941768,515873,5457641,promotion
SAL0908,EMP0306,2022-05-14,10498041,1258844,11756885,initial
SAL0909,EMP0306,2023-04-04,11032366,1896283,12928649,promotion
SAL0910,EMP0307,29-06-2024,7425297,1371849,8797146,initial
SAL0911,EMP0307,2025-04-30,7807142,918180,8725322,annual_review
SAL0912,EMP0308,2024-01-16,19392083,3705146,23097229,initial
SAL0913,EMP0308,2024-07-24,21908661,3021035,24929696,annual_review
SAL0914,EMP0308,17/03/2025,23455543,3061118,26516661,annual_review
SAL0915,EMP0309,2021-04-25,7007261,959742,7967003,initial
SAL0916,EMP0309,30/04/2022,7773218,1536844,9310062,correction
SAL0917,EMP0309,11/09/2023,8828818,987497,9816315,annual_review
SAL0918,EMP0309,2024-05-14,9935843,1522722,11458565,annual_review
SAL0919,EMP0310,2016-01-05,8912331,1224781,10137112,initial
SAL0920,EMP0310,2017-05-05,9639085,1851681,11490766,annual_review
SAL0921,EMP0311,20-09-2018,9200599,1486842,10687441,initial
SAL0922,EMP0311,2019-06-23,10419975,1864746,12284721,promotion
SAL0923,EMP0311,04-06-2020,11041636,2067934,13109570,promotion
SAL0924,EMP0312,28/08/2016,9571460,1443634,11015094,initial
SAL0925,EMP0312,2017-12-20,10876051,1878618,12754669,annual_review
SAL0926,EMP0312,2019-02-13,12234683,1302838,13537521,correction
SAL0927,EMP0313,2021-07-28,42066247,5839282,47905529,initial
SAL0928,EMP0313,20/12/2022,47119932,7061335,54181267,promotion
SAL0929,EMP0313,2024-02-10,49545657,7558069,57103726,promotion
SAL0930,EMP0314,18-11-2023,8027094,1377168,9404262,initial
SAL0931,EMP0314,24/01/2025,8724254,1222220,9946474,correction
SAL0932,EMP0314,10-06-2025,9024303,1710001,10734304,annual_review
SAL0933,EMP0314,2025-06-03,9548850,1247078,10795928,annual_review
SAL0934,EMP0315,19-02-2024,37652804,5916650,43569454,initial
SAL0935,EMP0315,2025-02-24,39932436,4529657,44462093,annual_review
SAL0936,EMP0315,2025-06-21,43260430,5321801,48582231,promotion
SAL0937,EMP0316,15/11/2022,6172565,904437,7077002,initial
SAL0938,EMP0316,2024-03-27,6606896,969595,7576491,market_adjustment
SAL0939,EMP0316,20/04/2025,7096476,934620,8031096,market_adjustment
SAL0940,EMP0317,23-06-2017,7603779,779173,8382952,initial
SAL0941,EMP0317,03-08-2018,8045215,1093419,9138634,annual_review
SAL0942,EMP0317,2019-03-13,8570906,1296598,9867504,correction
SAL0943,EMP0318,2017-09-01,5349841,576797,5926638,initial
SAL0944,EMP0318,19/07/2018,6105199,682920,6788119,annual_review
SAL0945,EMP0318,18/07/2019,6316400,842454,7158854,annual_review
SAL0946,EMP0318,24/12/2020,6755446,1178968,7934414,promotion
SAL0947,EMP0319,2020-01-04,27893002,4695896,32588898,initial
SAL0948,EMP0319,2020-11-19,29367902,5867694,35235596,correction
SAL0949,EMP0319,2022-02-20,33464310,5923437,39387747,annual_review
SAL0950,EMP0320,17/11/2017,7182144,1308808,8490952,initial
SAL0951,EMP0320,08-12-2018,8212765,1443644,9656409,correction
SAL0952,EMP0320,2019-06-12,8924322,1775292,10699614,correction
SAL0953,EMP0320,2020-02-23,10118895,1241513,11360408,annual_review
SAL0954,EMP0321,12/11/2016,27568434,3335435,30903869,initial
SAL0955,EMP0321,2017-09-07,30101946,5290782,35392728,correction
SAL0956,EMP0321,2018-10-28,32235546,4232768,36468314,annual_review
SAL0957,EMP0321,31/07/2019,34861297,4216769,39078066,market_adjustment
SAL0958,EMP0322,2024-04-17,4943659,916032,5859691,initial
SAL0959,EMP0322,29/10/2024,5314255,995758,6310013,correction
SAL0960,EMP0322,2025-05-31,5944188,1076136,7020324,market_adjustment
SAL0961,EMP0322,2025-06-20,6283356,1059224,7342580,market_adjustment
SAL0962,EMP0323,22-04-2018,7691851,1355951,9047802,initial
SAL0963,EMP0323,07/10/2019,8418826,1336029,9754855,promotion
SAL0964,EMP0323,2021-01-19,9464805,1091946,10556751,annual_review
SAL0965,EMP0324,2024-12-15,9995651,1993390,11989041,initial
SAL0966,EMP0324,2025-06-10,11254078,1771255,13025333,correction
SAL0967,EMP0324,2025-06-18,11867476,1262354,13129830,market_adjustment
SAL0968,EMP0325,2020-05-31,7620821,905611,8526432,initial
SAL0969,EMP0325,2021-01-21,8150170,1335815,9485985,market_adjustment
SAL0970,EMP0326,18/09/2018,7277775,795636,8073411,initial
SAL0971,EMP0326,2019-05-09,8085508,834472,8919980,annual_review
SAL0972,EMP0326,2020-10-22,8913493,1057757,9971250,annual_review
SAL0973,EMP0327,2018-05-03,16165866,3089855,19255721,initial
SAL0974,EMP0327,2019-05-15,17201420,2220884,19422304,annual_review
SAL0975,EMP0327,05/08/2020,17861912,2444674,20306586,annual_review
SAL0976,EMP0328,2016-09-21,6046334,708524,6754858,initial
SAL0977,EMP0328,2017-10-16,6511494,735237,7246731,annual_review
SAL0978,EMP0328,2018-11-14,7080534,983481,8064015,annual_review
SAL0979,EMP0329,21/05/2020,31928308,3607682,35535990,initial
SAL0980,EMP0329,2021-03-02,34072959,3948310,38021269,market_adjustment
SAL0981,EMP0329,2022-06-19,38935119,4683789,43618908,correction
SAL0982,EMP0329,2023-12-01,42247515,4256197,46503712,annual_review
SAL0983,EMP0330,2015-12-02,17393974,2514701,19908675,initial
SAL0984,EMP0330,2016-12-20,19178279,2926330,22104609,annual_review
SAL0985,EMP0331,2016-01-09,9818085,1540682,11358767,initial
SAL0986,EMP0331,2017-03-15,10654826,1107126,11761952,correction
SAL0987,EMP0332,31/12/2019,6382112,821959,7204071,initial
SAL0988,EMP0332,2021-02-16,6839159,951388,7790547,promotion
SAL0989,EMP0332,12/11/2021,7384967,1403117,8788084,annual_review
SAL0990,EMP0333,2021-04-30,17249042,2514613,19763655,initial
SAL0991,EMP0333,2022-09-29,18146221,1987980,20134201,correction
SAL0992,EMP0334,23/08/2019,8930328,1737562,10667890,initial
SAL0993,EMP0334,2020-06-20,10147219,1292528,11439747,annual_review
SAL0994,EMP0334,2021-11-03,11106420,1885918,12992338,annual_review
SAL0995,EMP0335,2022-09-15,49240036,9366610,58606646,initial
SAL0996,EMP0335,2023-11-21,53147399,5959049,59106448,correction
SAL0997,EMP0335,23-11-2024,55229928,8308761,63538689,annual_review
SAL0998,EMP0336,2024-07-29,28078018,3723182,31801200,initial
SAL0999,EMP0336,25/06/2025,29772020,3110089,32882109,correction
SAL1000,EMP0336,28/06/2025,32947622,4550579,37498201,market_adjustment
SAL1001,EMP0337,2016-12-09,38399688,7126110,45525798,initial
SAL1002,EMP0337,2017-12-27,39725742,4428159,44153901,promotion
SAL1003,EMP0337,2018-09-02,42476878,6306793,48783671,market_adjustment
SAL1004,EMP0338,30/08/2022,4143103,448511,4591614,initial
SAL1005,EMP0338,2024-01-28,4387857,500327,4888184,market_adjustment
SAL1006,EMP0338,15-12-2024,4962611,912373,5874984,annual_review
SAL1007,EMP0339,2015-12-23,8545894,940488,9486382,initial
SAL1008,EMP0339,2016-11-17,8929588,1043380,9972968,market_adjustment
SAL1009,EMP0339,2018-04-24,10015699,1155307,11171006,promotion
SAL1010,EMP0339,2019-04-22,10530033,1993006,12523039,annual_review
SAL1011,EMP0340,17/10/2024,8232623,1001224,9233847,initial
SAL1012,EMP0340,29/06/2025,9305993,1527124,10833117,correction
SAL1013,EMP0341,30-08-2016,9004843,1494840,10499683,initial
SAL1014,EMP0341,2017-04-19,9697083,1400245,11097328,promotion
SAL1015,EMP0341,2018-08-18,9993424,1765952,11759376,market_adjustment
SAL1016,EMP0342,24/10/2023,9895755,1236672,11132427,initial
SAL1017,EMP0342,21-08-2024,10430108,1482830,11912938,annual_review
SAL1018,EMP0342,24/02/2025,11164950,1875666,13040616,annual_review
SAL1019,EMP0343,2021-06-01,6264960,764680,7029640,initial
SAL1020,EMP0343,2022-01-16,7052032,1215778,8267810,annual_review
SAL1021,EMP0343,2022-08-06,7615359,1382663,8998022,annual_review
SAL1022,EMP0344,29/10/2021,35827329,5596422,41423751,initial
SAL1023,EMP0344,02-08-2022,39587794,5522750,45110544,correction
SAL1024,EMP0344,2023-09-05,41349311,4572759,45922070,annual_review
SAL1025,EMP0344,2024-08-15,43451286,7186811,50638097,market_adjustment
SAL1026,EMP0345,2023-05-13,15201014,2111704,17312718,initial
SAL1027,EMP0345,2024-06-30,16058526,2649568,18708094,promotion
SAL1028,EMP0345,2025-06-29,16670030,2352302,19022332,annual_review
SAL1029,EMP0346,27-06-2018,18381494,3645238,22026732,initial
SAL1030,EMP0346,2019-02-14,20504625,2402032,22906657,correction
SAL1031,EMP0346,30-09-2019,22595769,3791345,26387114,market_adjustment
SAL1032,EMP0346,2021-03-18,23634084,3865008,27499092,annual_review
SAL1033,EMP0347,06-09-2023,5853813,987904,6841717,initial
SAL1034,EMP0347,2025-02-08,6368103,648049,7016152,promotion
SAL1035,EMP0347,2025-06-16,6851343,1030044,7881387,annual_review
SAL1036,EMP0348,2024-03-28,8955428,1780680,10736108,initial
SAL1037,EMP0348,2025-01-21,9246887,1210277,10457164,annual_review
SAL1038,EMP0348,2025-06-06,9794538,1038145,10832683,annual_review
SAL1039,EMP0349,26/09/2015,7570865,1134665,8705530,initial
SAL1040,EMP0349,05-07-2016,7935784,1303086,9238870,annual_review
SAL1041,EMP0350,2024-11-10,32988101,6344961,39333062,initial
SAL1042,EMP0350,2025-05-31,35734266,4053219,39787485,promotion
SAL1043,EMP0350,2025-06-10,40180913,6111006,46291919,annual_review
SAL1044,EMP0351,18/10/2017,7740189,1275619,9015808,initial
SAL1045,EMP0351,2018-09-10,8669523,1601204,10270727,annual_review
SAL1046,EMP0351,2019-08-25,9286163,1429429,10715592,annual_review
SAL1047,EMP0352,2019-02-17,14166421,2552012,16718433,initial
SAL1048,EMP0352,06/08/2020,15814546,2961599,18776145,correction
SAL1049,EMP0353,06/03/2019,18748847,2477916,21226763,initial
SAL1050,EMP0353,15/04/2020,20728235,3875903,24604138,annual_review
SAL1051,EMP0354,2018-12-03,6293538,1229544,7523082,initial
SAL1052,EMP0354,2019-06-27,6961433,1349316,8310749,annual_review
SAL1053,EMP0355,2015-07-23,17106564,1867625,18974189,initial
SAL1054,EMP0355,2016-11-17,18746427,2317639,21064066,annual_review
SAL1055,EMP0356,2018-01-07,4163922,593875,4757797,initial
SAL1056,EMP0356,2019-03-02,4444468,553302,4997770,annual_review
SAL1057,EMP0357,05/04/2022,12960096,2081198,15041294,initial
SAL1058,EMP0357,2023-03-06,13792682,2714021,16506703,market_adjustment
SAL1059,EMP0357,2023-12-14,14656425,1582917,16239342,market_adjustment
SAL1060,EMP0358,29-12-2022,21032783,2940897,23973680,initial
SAL1061,EMP0358,20/09/2023,22851816,3439866,26291682,market_adjustment
SAL1062,EMP0358,2024-10-25,25622345,2612995,28235340,market_adjustment
SAL1063,EMP0358,17-06-2025,29016923,4628731,33645654,promotion
SAL1064,EMP0359,26/03/2020,6640884,1031231,7672115,initial
SAL1065,EMP0359,2020-12-20,7045147,919988,7965135,market_adjustment
SAL1066,EMP0359,2021-11-10,7573657,1121540,8695197,correction
SAL1067,EMP0360,18-04-2021,20590741,2340459,22931200,initial
SAL1068,EMP0360,2022-06-12,21692055,2178273,23870328,annual_review
SAL1069,EMP0360,22/08/2023,24244000,3615880,27859880,promotion
SAL1070,EMP0361,08/03/2022,21976304,4264029,26240333,initial
SAL1071,EMP0361,2023-03-14,23648359,3880810,27529169,promotion
SAL1072,EMP0362,02-08-2023,44740374,4792742,49533116,initial
SAL1073,EMP0362,2024-02-17,51411015,7119531,58530546,annual_review
SAL1074,EMP0362,2025-05-31,53955011,10559518,64514529,market_adjustment
SAL1075,EMP0363,08/05/2022,9234942,1766723,11001665,initial
SAL1076,EMP0363,2023-05-01,10076734,1647525,11724259,market_adjustment
SAL1077,EMP0364,2021-07-16,4772130,809570,5581700,initial
SAL1078,EMP0364,2022-12-11,5135957,891429,6027386,market_adjustment
SAL1079,EMP0364,11/10/2023,5584465,910799,6495264,promotion
SAL1080,EMP0365,14/07/2022,8837134,908683,9745817,initial
SAL1081,EMP0365,16/12/2023,9786595,1571174,11357769,promotion
SAL1082,EMP0366,11/01/2017,26426399,3032078,29458477,initial
SAL1083,EMP0366,2017-11-13,29128707,2948807,32077514,annual_review
SAL1084,EMP0366,28/06/2018,32255023,4508177,36763200,market_adjustment
SAL1085,EMP0367,2023-07-22,44668280,8818168,53486448,initial
SAL1086,EMP0367,28/02/2024,48787787,9152618,57940405,annual_review
SAL1087,EMP0368,19/09/2019,12782058,2338796,15120854,initial
SAL1088,EMP0368,2020-07-24,14226691,2799362,17026053,correction
SAL1089,EMP0368,2021-12-23,16167184,2114633,18281817,correction
SAL1090,EMP0369,2020-04-11,7726413,1354024,9080437,initial
SAL1091,EMP0369,22/11/2020,8059520,1431927,9491447,correction
SAL1092,EMP0369,2021-11-13,9088780,1589382,10678162,promotion
SAL1093,EMP0370,23/09/2024,9900773,1730942,11631715,initial
SAL1094,EMP0370,21/06/2025,10205424,1853702,12059126,annual_review
SAL1095,EMP0370,2025-06-27,10597118,1616020,12213138,market_adjustment
SAL1096,EMP0370,2025-06-21,11847207,1393706,13240913,annual_review
SAL1097,EMP0371,16-07-2016,6781818,1155653,7937471,initial
SAL1098,EMP0371,23/04/2017,7381171,1438208,8819379,correction
SAL1099,EMP0371,2018-06-07,8104902,960948,9065850,annual_review
SAL1100,EMP0372,26/09/2023,6247388,1093240,7340628,initial
SAL1101,EMP0372,2024-06-30,6629242,955095,7584337,market_adjustment
SAL1102,EMP0372,2025-06-27,7518909,811899,8330808,annual_review
SAL1103,EMP0373,20/01/2015,16437925,2264699,18702624,initial
SAL1104,EMP0373,2015-12-07,17057823,2704767,19762590,annual_review
SAL1105,EMP0373,2017-02-03,18562720,1873918,20436638,annual_review
SAL1106,EMP0373,2017-12-16,20794253,3462913,24257166,annual_review
SAL1107,EMP0374,2020-06-28,9310174,1850507,11160681,initial
SAL1108,EMP0374,2021-02-12,9825289,1351631,11176920,annual_review
SAL1109,EMP0374,2022-05-04,11283633,2180142,13463775,promotion
SAL1110,EMP0374,2023-06-30,12647027,1807833,14454860,correction
SAL1111,EMP0375,20-04-2019,7555185,1270676,8825861,initial
SAL1112,EMP0375,09-04-2020,8687959,1686325,10374284,annual_review
SAL1113,EMP0375,2021-09-11,9364026,990003,10354029,correction
SAL1114,EMP0376,12-08-2018,7493294,1403551,8896845,initial
SAL1115,EMP0376,2019-03-31,7720866,1332019,9052885,market_adjustment
SAL1116,EMP0376,07-12-2019,7976284,1490771,9467055,annual_review
SAL1117,EMP0376,2020-10-25,9125885,1248813,10374698,annual_review
SAL1118,EMP0377,2017-07-15,8593554,1449032,10042586,initial
SAL1119,EMP0377,11-09-2018,9382353,941171,10323524,annual_review
SAL1120,EMP0377,30/01/2020,10741909,1092055,11833964,promotion
SAL1121,EMP0378,2018-06-07,37086494,6947911,44034405,initial
SAL1122,EMP0378,19/05/2019,41216131,6622455,47838586,annual_review
SAL1123,EMP0378,2020-06-06,46108673,6216988,52325661,annual_review
SAL1124,EMP0378,2021-08-03,52952333,9183405,62135738,annual_review
SAL1125,EMP0379,2021-09-08,34860405,5602672,40463077,initial
SAL1126,EMP0379,2022-05-19,39545052,7058245,46603297,correction
SAL1127,EMP0379,2023-07-31,40882050,7345771,48227821,market_adjustment
SAL1128,EMP0380,2019-01-11,7263946,1331012,8594958,initial
SAL1129,EMP0380,2020-04-15,8342397,974436,9316833,market_adjustment
SAL1130,EMP0381,15-05-2017,4935931,964999,5900930,initial
SAL1131,EMP0381,15/07/2018,5476499,680923,6157422,annual_review
SAL1132,EMP0382,2019-03-17,6714847,1177282,7892129,initial
SAL1133,EMP0382,15-08-2020,7480266,1073338,8553604,annual_review
SAL1134,EMP0382,2021-02-25,7848506,1493294,9341800,promotion
SAL1135,EMP0382,2022-01-14,8291515,1381310,9672825,promotion
SAL1136,EMP0383,17/07/2015,9990896,1895783,11886679,initial
SAL1137,EMP0383,2016-03-16,11088467,1811354,12899821,correction
SAL1138,EMP0383,2017-05-21,11541464,2160493,13701957,promotion
SAL1139,EMP0383,07-09-2018,12949066,1378644,14327710,correction
SAL1140,EMP0384,2020-04-27,20758373,2858449,23616822,initial
SAL1141,EMP0384,2021-05-07,23010041,4524344,27534385,correction
SAL1142,EMP0385,2022-06-06,22331010,4038445,26369455,initial
SAL1143,EMP0385,2023-03-27,23695239,2577284,26272523,promotion
SAL1144,EMP0385,07/11/2023,25373538,4915388,30288926,correction
SAL1145,EMP0386,2016-04-27,49985225,9707169,59692394,initial
SAL1146,EMP0386,13/08/2017,53690551,10491502,64182053,promotion
SAL1147,EMP0386,2018-12-01,60049130,6376526,66425656,promotion
SAL1148,EMP0387,22/09/2023,8246481,981213,9227694,initial
SAL1149,EMP0387,2024-10-04,9463512,1676253,11139765,promotion
SAL1150,EMP0388,2016-10-18,28380134,4765882,33146016,initial
SAL1151,EMP0388,19/06/2017,31001611,4931661,35933272,correction
SAL1152,EMP0388,2018-02-08,33402297,6187314,39589611,correction
SAL1153,EMP0389,2018-09-16,7325090,838503,8163593,initial
SAL1154,EMP0389,2019-08-13,8280765,1391152,9671917,market_adjustment
SAL1155,EMP0389,2020-04-24,9126859,1594516,10721375,annual_review
SAL1156,EMP0390,2022-07-03,48587652,5025633,53613285,initial
SAL1157,EMP0390,2023-06-11,51846278,6602377,58448655,annual_review
SAL1158,EMP0390,2024-09-26,56377327,8428554,64805881,annual_review
SAL1159,EMP0390,2025-05-31,60617185,6987356,67604541,promotion
SAL1160,EMP0391,14/11/2017,5503167,666220,6169387,initial
SAL1161,EMP0391,2018-09-05,6130797,1179049,7309846,annual_review
SAL1162,EMP0391,03/06/2019,6945049,902232,7847281,market_adjustment
SAL1163,EMP0392,2024-02-13,9418408,1562749,10981157,initial
SAL1164,EMP0392,2024-10-31,10821068,1506601,12327669,correction
SAL1165,EMP0393,2023-04-14,39174649,6573109,45747758,initial
SAL1166,EMP0393,06/04/2024,43911870,4706576,48618446,market_adjustment
SAL1167,EMP0393,2025-02-24,46717122,7947090,54664212,annual_review
SAL1168,EMP0394,2018-09-08,5149260,717689,5866949,initial
SAL1169,EMP0394,2019-05-13,5503581,1026888,6530469,correction
SAL1170,EMP0395,2017-01-19,10908038,2017779,12925817,initial
SAL1171,EMP0395,2017-12-20,11834172,1866435,13700607,annual_review
SAL1172,EMP0396,26-09-2022,22413578,3801243,26214821,initial
SAL1173,EMP0396,2023-08-21,25499169,3106146,28605315,annual_review
SAL1174,EMP0396,2024-05-27,28514146,3884270,32398416,annual_review
SAL1175,EMP0397,2024-06-20,5795458,913179,6708637,initial
SAL1176,EMP0397,2025-06-05,6656767,916341,7573108,annual_review
SAL1177,EMP0397,2025-06-09,7528798,825192,8353990,annual_review
SAL1178,EMP0398,2017-01-12,4993789,589083,5582872,initial
SAL1179,EMP0398,2017-08-06,5213923,860348,6074271,correction
SAL1180,EMP0398,2018-12-02,5641770,917900,6559670,annual_review
SAL1181,EMP0399,2016-04-07,7694473,957962,8652435,initial
SAL1182,EMP0399,03-12-2016,8147697,1061392,9209089,market_adjustment
SAL1183,EMP0400,2015-02-20,25001829,4886745,29888574,initial
SAL1184,EMP0400,18-07-2016,27987648,4975450,32963098,annual_review
SAL1185,EMP0401,26-01-2016,46820814,6471109,53291923,initial
SAL1186,EMP0401,2017-06-12,51895415,5249752,57145167,promotion
SAL1187,EMP0401,06-02-2018,53966895,8858176,62825071,market_adjustment
SAL1188,EMP0402,31/08/2016,5905217,891539,6796756,initial
SAL1189,EMP0402,10/03/2017,6498231,961412,7459643,correction
SAL1190,EMP0402,27/08/2018,7274399,859176,8133575,correction
SAL1191,EMP0403,01-09-2020,18123384,3624593,21747977,initial
SAL1192,EMP0403,22/02/2022,19610204,2206611,21816815,correction
SAL1193,EMP0403,03/02/2023,20347935,2411006,22758941,correction
SAL1194,EMP0404,2017-09-13,9409415,1600298,11009713,initial
