review_id,emp_id,review_period,review_date,overall_score,reviewer_id,kpi_score,attitude_score,notes
PRF0411,EMP0452,2024-mid,2024-07-15,4.7,EMP0394,2.1,4.5,Sangat baik dalam stakeholder management.
PRF0412,EMP0001,2022-mid,2022-07-15,4.2,EMP0486,3.4,3.4,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0413,EMP0028,2022-mid,2022-07-15,2.9,EMP0107,1.8,3.8,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0414,EMP0270,2024-mid,2024-07-15,2.2,EMP0125,1.8,4.8,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0415,EMP0016,2024-annual,2025-01-20,3.2,EMP0158,3.3,3.9,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0416,EMP0092,2022-mid,2022-07-15,3.1,EMP0017,2.5,4.1,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0417,EMP0198,2022-mid,2022-07-15,3.3,EMP0401,3.5,2.0,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0418,EMP0078,2023-mid,2023-07-15,4.9,EMP0301,2.9,3.8,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0419,EMP0359,2023-mid,2023-07-15,4.9,EMP0288,1.8,4.3,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0420,EMP0305,2023-annual,2024-01-20,2.0,EMP0413,4.0,3.2,"Performa konsisten, target tercapai sepanjang periode."
PRF0421,EMP0085,2024-annual,2025-01-20,4.2,EMP0272,2.6,3.6,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0422,EMP0415,2024-annual,2025-01-20,4.8,EMP0413,4.6,3.8,Sangat baik dalam stakeholder management.
PRF0423,EMP0120,2024-annual,2025-01-20,3.9,EMP0410,3.2,2.1,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0424,EMP0370,2024-mid,2024-07-15,2.8,EMP0107,2.1,3.5,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0425,EMP0091,2022-mid,2022-07-15,4.4,EMP0373,2.5,2.5,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0426,EMP0043,2022-mid,2022-07-15,2.8,EMP0265,4.8,4.9,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0427,EMP0366,2022-annual,2023-01-20,1.8,EMP0286,4.8,3.0,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0428,EMP0335,2023-annual,2024-01-20,4.9,EMP0071,2.7,3.0,Perlu lebih disiplin dalam time management.
PRF0429,EMP0430,2024-mid,2024-07-15,2.9,EMP0286,1.6,3.6,Perlu lebih disiplin dalam time management.
PRF0430,EMP0258,2023-mid,2023-07-15,4.4,EMP0129,4.4,2.9,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0431,EMP0366,2024-annual,2025-01-20,4.6,EMP0286,3.1,2.3,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0432,EMP0353,2024-annual,2025-01-20,1.7,EMP0299,4.2,2.0,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0433,EMP0469,2023-mid,2023-07-15,4.7,EMP0284,4.6,3.0,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0434,EMP0346,2022-annual,2023-01-20,1.8,EMP0051,4.0,3.5,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0435,EMP0474,2024-mid,2024-07-15,4.7,EMP0171,1.6,3.8,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0436,EMP0228,2023-mid,2023-07-15,2.3,EMP0335,3.8,2.7,"Top performer, kandidat kuat untuk promosi."
PRF0437,EMP0321,2024-annual,2025-01-20,4.0,EMP0125,4.0,2.0,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0438,EMP0164,2023-mid,2023-07-15,4.6,EMP0114,4.7,3.7,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0439,EMP0453,2022-annual,2023-01-20,2.4,EMP0401,4.1,4.2,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0440,EMP0183,2022-annual,2023-01-20,4.4,EMP0401,4.7,3.9,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0441,EMP0205,2024-annual,2025-01-20,2.5,EMP0367,1.6,4.7,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0442,EMP0368,2024-annual,2025-01-20,4.3,EMP0265,3.3,2.8,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0443,EMP0333,2024-annual,2025-01-20,4.3,EMP0262,2.2,4.5,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0444,EMP0137,2024-annual,2025-01-20,4.6,EMP0300,3.2,4.3,"Top performer, kandidat kuat untuk promosi."
PRF0445,EMP0030,2023-mid,2023-07-15,4.6,EMP0367,1.7,2.4,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0446,EMP0151,2022-mid,2022-07-15,3.0,EMP0051,3.4,2.7,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0447,EMP0185,2024-annual,2025-01-20,3.2,EMP0486,4.8,4.6,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0448,EMP0110,2023-annual,2024-01-20,4.1,EMP0061,1.8,2.3,"Performa konsisten, target tercapai sepanjang periode."
PRF0449,EMP0155,2022-mid,2022-07-15,4.9,EMP0337,4.3,3.7,"Top performer, kandidat kuat untuk promosi."
PRF0450,EMP0432,2024-annual,2025-01-20,4.5,EMP0388,2.1,3.2,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0451,EMP0049,2022-annual,2023-01-20,3.3,EMP0367,3.7,4.4,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0452,EMP0126,2023-annual,2024-01-20,2.3,EMP0172,2.7,3.5,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0453,EMP0425,2024-mid,2024-07-15,4.9,EMP0046,4.2,4.6,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0454,EMP0418,2022-annual,2023-01-20,3.0,EMP0052,4.2,2.9,"Performa di bawah ekspektasi, perlu PIP."
PRF0455,EMP0474,2023-annual,2024-01-20,4.8,EMP0171,2.0,4.2,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0456,EMP0430,2023-annual,2024-01-20,4.4,EMP0286,2.0,2.9,Perlu lebih disiplin dalam time management.
PRF0457,EMP0433,2023-annual,2024-01-20,2.1,EMP0017,3.7,2.6,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0458,EMP0420,2024-annual,2025-01-20,1.7,EMP0174,3.1,3.6,"Performa di bawah ekspektasi, perlu PIP."
PRF0459,EMP0328,2023-annual,2024-01-20,4.2,EMP0360,3.4,3.0,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0460,EMP0202,2024-mid,2024-07-15,2.4,EMP0299,2.8,3.7,"Performa di bawah ekspektasi, perlu PIP."
PRF0461,EMP0060,2024-annual,2025-01-20,3.3,EMP0071,3.2,2.0,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0462,EMP0418,2022-mid,2022-07-15,2.9,EMP0203,3.0,4.7,Perlu lebih disiplin dalam time management.
PRF0463,EMP0169,2023-mid,2023-07-15,1.7,EMP0143,1.9,3.6,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0464,EMP0270,2022-mid,2022-07-15,2.5,EMP0125,4.0,4.5,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0465,EMP0439,2023-annual,2024-01-20,4.0,EMP0035,2.0,3.9,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0466,EMP0160,2024-mid,2024-07-15,2.2,EMP0379,3.9,4.5,Perlu lebih disiplin dalam time management.
PRF0467,EMP0355,2022-mid,2022-07-15,4.7,EMP0104,3.4,3.8,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0468,EMP0282,2023-mid,2023-07-15,2.8,EMP0427,4.1,2.4,"Top performer, kandidat kuat untuk promosi."
PRF0469,EMP0210,2024-mid,2024-07-15,3.8,EMP0046,1.6,4.5,Perlu lebih disiplin dalam time management.
PRF0470,EMP0276,2022-mid,2022-07-15,4.6,EMP0444,1.8,4.4,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0471,EMP0146,2023-mid,2023-07-15,2.3,EMP0379,3.7,2.4,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0472,EMP0318,2024-mid,2024-07-15,2.9,EMP0261,2.5,2.9,"Top performer, kandidat kuat untuk promosi."
PRF0473,EMP0019,2024-mid,2024-07-15,4.3,EMP0301,3.6,4.8,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0474,EMP0031,2022-annual,2023-01-20,4.0,EMP0361,2.6,4.8,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0475,EMP0445,2023-mid,2023-07-15,1.7,EMP0427,4.3,4.6,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0476,EMP0273,2023-annual,2024-01-20,4.3,EMP0360,3.9,3.1,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0477,EMP0089,2023-mid,2023-07-15,4.4,EMP0428,4.6,4.4,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0478,EMP0400,2022-mid,2022-07-15,3.1,EMP0319,3.7,4.5,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0479,EMP0366,2023-mid,2023-07-15,1.6,EMP0286,1.6,2.1,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0480,EMP0240,2023-mid,2023-07-15,4.3,EMP0486,2.6,2.9,"Solid performer, reliable dalam menyelesaikan task."
PRF0481,EMP0014,2024-mid,2024-07-15,3.6,EMP0440,2.8,4.1,Perlu lebih disiplin dalam time management.
PRF0482,EMP0334,2024-mid,2024-07-15,2.7,EMP0313,3.4,3.2,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0483,EMP0301,2023-annual,2024-01-20,3.4,EMP0379,3.3,4.5,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0484,EMP0109,2022-annual,2023-01-20,2.9,EMP0220,4.8,5.0,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0485,EMP0137,2023-mid,2023-07-15,4.6,EMP0300,1.9,3.7,"Top performer, kandidat kuat untuk promosi."
PRF0486,EMP0168,2022-annual,2023-01-20,3.2,EMP0465,2.4,3.4,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0487,EMP0238,2024-annual,2025-01-20,2.3,EMP0046,1.9,4.7,"Solid performer, reliable dalam menyelesaikan task."
PRF0488,EMP0319,2022-mid,2022-07-15,4.5,EMP0059,4.8,2.6,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0489,EMP0051,2022-mid,2022-07-15,2.1,EMP0060,2.3,3.8,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0490,EMP0048,2024-annual,2025-01-20,3.4,EMP0465,4.8,3.3,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0491,EMP0031,2024-annual,2025-01-20,3.1,EMP0361,3.9,4.9,Perlu lebih disiplin dalam time management.
PRF0492,EMP0281,2023-mid,2023-07-15,4.8,EMP0209,4.1,4.7,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0493,EMP0435,2024-annual,2025-01-20,4.3,EMP0472,3.4,2.9,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0494,EMP0471,2022-mid,2022-07-15,4.0,EMP0466,3.2,2.0,"Performa konsisten, target tercapai sepanjang periode."
PRF0495,EMP0289,2023-mid,2023-07-15,2.3,EMP0367,2.8,4.6,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0496,EMP0221,2024-annual,2025-01-20,2.7,EMP0125,1.5,4.0,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0497,EMP0330,2024-mid,2024-07-15,2.8,EMP0373,4.0,2.5,"Performa di bawah ekspektasi, perlu PIP."
PRF0498,EMP0361,2024-annual,2025-01-20,4.5,EMP0393,1.9,4.9,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0499,EMP0170,2024-mid,2024-07-15,3.8,EMP0362,1.9,3.7,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0500,EMP0115,2022-annual,2023-01-20,2.2,EMP0235,4.5,3.2,"Performa di bawah ekspektasi, perlu PIP."
PRF0501,EMP0041,2022-annual,2023-01-20,2.1,EMP0107,3.4,2.8,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0502,EMP0190,2024-mid,2024-07-15,2.0,EMP0272,2.4,4.4,"Solid performer, reliable dalam menyelesaikan task."
PRF0503,EMP0272,2024-annual,2025-01-20,2.2,EMP0119,4.5,4.7,Perlu lebih disiplin dalam time management.
PRF0504,EMP0445,2024-annual,2025-01-20,4.2,EMP0427,3.8,5.0,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0505,EMP0245,2024-annual,2025-01-20,3.5,EMP0304,3.8,2.1,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0506,EMP0376,2022-annual,2023-01-20,2.9,EMP0393,4.9,2.1,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0507,EMP0352,2023-mid,2023-07-15,3.4,EMP0172,5.0,2.3,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0508,EMP0375,2024-mid,2024-07-15,2.4,EMP0099,4.7,2.6,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0509,EMP0005,2022-mid,2022-07-15,3.3,EMP0436,4.0,3.7,"Performa di bawah ekspektasi, perlu PIP."
PRF0510,EMP0482,2022-annual,2023-01-20,1.8,EMP0034,4.9,4.0,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0511,EMP0077,2024-annual,2025-01-20,4.3,EMP0482,2.7,2.5,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0512,EMP0468,2023-annual,2024-01-20,2.1,EMP0360,1.6,3.2,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0513,EMP0141,2022-annual,2023-01-20,3.5,EMP0209,1.8,4.3,"Performa konsisten, target tercapai sepanjang periode."
PRF0514,EMP0183,2024-mid,2024-07-15,2.6,EMP0401,4.0,4.8,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0515,EMP0269,2024-annual,2025-01-20,2.8,EMP0477,3.7,3.6,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0516,EMP0070,2022-mid,2022-07-15,3.9,EMP0034,4.0,3.7,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0517,EMP0177,2023-mid,2023-07-15,2.8,EMP0361,4.9,3.7,Sangat baik dalam stakeholder management.
PRF0518,EMP0157,2024-mid,2024-07-15,4.0,EMP0265,3.5,2.8,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0519,EMP0447,2024-mid,2024-07-15,3.7,EMP0091,3.2,4.3,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0520,EMP0472,2022-mid,2022-07-15,1.9,EMP0360,4.2,3.2,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0521,EMP0389,2024-mid,2024-07-15,3.9,EMP0486,2.7,3.5,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0522,EMP0074,2022-mid,2022-07-15,2.9,EMP0164,3.0,3.5,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0523,EMP0466,2023-mid,2023-07-15,2.8,EMP0278,2.2,4.4,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0524,EMP0256,2024-annual,2025-01-20,1.8,EMP0319,4.4,2.9,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0525,EMP0135,2024-mid,2024-07-15,2.4,EMP0187,3.6,3.8,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0526,EMP0397,2024-mid,2024-07-15,4.9,EMP0012,3.8,4.4,"Top performer, kandidat kuat untuk promosi."
PRF0527,EMP0149,2023-annual,2024-01-20,3.0,EMP0416,3.2,2.4,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0528,EMP0091,2024-mid,2024-07-15,3.6,EMP0373,1.5,4.4,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0529,EMP0130,2023-annual,2024-01-20,2.9,EMP0278,2.8,2.1,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0530,EMP0055,2023-annual,2024-01-20,1.8,EMP0114,2.3,2.3,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0531,EMP0392,2024-mid,2024-07-15,3.3,EMP0355,1.5,2.8,Perlu lebih disiplin dalam time management.
PRF0532,EMP0133,2024-annual,2025-01-20,2.2,EMP0119,4.9,3.5,"Top performer, kandidat kuat untuk promosi."
PRF0533,EMP0258,2022-annual,2023-01-20,4.2,EMP0129,2.4,3.8,"Performa konsisten, target tercapai sepanjang periode."
PRF0534,EMP0043,2023-mid,2023-07-15,1.8,EMP0265,4.5,3.6,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0535,EMP0233,2022-mid,2022-07-15,1.8,EMP0109,4.8,4.3,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0536,EMP0247,2022-annual,2023-01-20,4.4,EMP0069,4.4,4.1,"Performa konsisten, target tercapai sepanjang periode."
PRF0537,EMP0271,2023-mid,2023-07-15,2.6,EMP0067,3.7,4.4,"Solid performer, reliable dalam menyelesaikan task."
PRF0538,EMP0290,2022-mid,2022-07-15,3.5,EMP0362,1.8,4.9,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0539,EMP0440,2023-mid,2023-07-15,2.3,EMP0304,3.8,2.1,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0540,EMP0182,2022-annual,2023-01-20,3.6,EMP0164,3.5,3.4,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0541,EMP0336,2022-annual,2023-01-20,2.9,EMP0467,2.1,2.1,Sangat baik dalam stakeholder management.
PRF0542,EMP0228,2023-annual,2024-01-20,1.9,EMP0172,4.3,4.3,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0543,EMP0472,2023-annual,2024-01-20,2.1,EMP0360,2.6,4.0,"Performa konsisten, target tercapai sepanjang periode."
PRF0544,EMP0334,2023-annual,2024-01-20,2.8,EMP0313,4.3,3.7,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0545,EMP0284,2023-annual,2024-01-20,4.9,EMP0298,4.6,4.7,"Solid performer, reliable dalam menyelesaikan task."
PRF0546,EMP0156,2023-mid,2023-07-15,4.9,EMP0308,1.9,4.5,Sangat baik dalam stakeholder management.
PRF0547,EMP0174,2024-mid,2024-07-15,2.8,EMP0170,3.9,3.9,"Top performer, kandidat kuat untuk promosi."
PRF0548,EMP0037,2022-annual,2023-01-20,4.6,EMP0401,3.1,2.4,Sangat baik dalam stakeholder management.
PRF0549,EMP0148,2022-mid,2022-07-15,2.7,EMP0157,3.9,2.3,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0550,EMP0061,2024-mid,2024-07-15,3.9,EMP0192,2.2,4.4,Perlu lebih disiplin dalam time management.
PRF0551,EMP0071,2024-annual,2025-01-20,4.5,EMP0439,1.5,4.9,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0552,EMP0313,2024-annual,2025-01-20,2.7,EMP0220,3.3,4.1,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0553,EMP0111,2023-annual,2024-01-20,3.7,EMP0235,3.4,4.3,"Performa konsisten, target tercapai sepanjang periode."
PRF0554,EMP0485,2022-mid,2022-07-15,4.7,EMP0224,3.3,4.0,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0555,EMP0374,2023-mid,2023-07-15,2.2,EMP0119,2.7,3.1,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0556,EMP0325,2023-annual,2024-01-20,4.5,EMP0308,4.4,4.5,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0557,EMP0095,2024-annual,2025-01-20,4.4,EMP0141,4.8,4.7,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0558,EMP0245,2023-mid,2023-07-15,2.9,EMP0304,2.5,3.5,"Top performer, kandidat kuat untuk promosi."
PRF0559,EMP0358,2022-mid,2022-07-15,2.8,EMP0192,2.0,3.2,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0560,EMP0108,2023-mid,2023-07-15,3.8,EMP0284,4.6,4.3,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0561,EMP0200,2022-annual,2023-01-20,3.6,EMP0288,4.3,4.4,Perlu lebih disiplin dalam time management.
PRF0562,EMP0280,2024-mid,2024-07-15,2.7,EMP0286,3.1,4.2,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0563,EMP0080,2023-mid,2023-07-15,3.7,EMP0465,4.4,3.9,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0564,EMP0459,2024-mid,2024-07-15,4.1,EMP0182,2.7,4.5,"Hasil kerja exceed expectation, bonus direkomendasikan."
PRF0565,EMP0152,2023-mid,2023-07-15,4.1,EMP0435,2.5,3.3,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0566,EMP0128,2023-annual,2024-01-20,4.5,EMP0243,3.8,4.2,"Top performer, kandidat kuat untuk promosi."
PRF0567,EMP0391,2024-annual,2025-01-20,2.4,EMP0321,4.2,2.7,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0568,EMP0185,2023-annual,2024-01-20,2.1,EMP0486,3.8,3.7,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0569,EMP0062,2022-mid,2022-07-15,3.9,EMP0439,4.1,3.8,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0570,EMP0192,2023-annual,2024-01-20,2.3,EMP0454,3.7,3.0,"Performa konsisten, target tercapai sepanjang periode."
PRF0571,EMP0299,2023-annual,2024-01-20,2.3,EMP0298,4.3,3.0,"Performa di bawah ekspektasi, perlu PIP."
PRF0572,EMP0069,2024-annual,2025-01-20,4.5,EMP0337,1.6,4.9,"Performa di bawah ekspektasi, perlu PIP."
PRF0573,EMP0126,2022-mid,2022-07-15,1.5,EMP0172,2.3,2.6,Perlu lebih disiplin dalam time management.
PRF0574,EMP0441,2023-annual,2024-01-20,3.4,EMP0167,4.7,3.7,"Top performer, kandidat kuat untuk promosi."
PRF0575,EMP0332,2023-mid,2023-07-15,4.0,EMP0225,1.9,3.2,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0576,EMP0281,2022-mid,2022-07-15,2.6,EMP0209,4.1,2.1,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0577,EMP0473,2023-mid,2023-07-15,2.5,EMP0214,4.2,3.4,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0578,EMP0121,2022-mid,2022-07-15,2.2,EMP0313,4.9,4.6,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0579,EMP0201,2022-mid,2022-07-15,2.7,EMP0151,4.0,3.2,"Top performer, kandidat kuat untuk promosi."
PRF0580,EMP0068,2023-annual,2024-01-20,4.3,EMP0058,4.0,4.5,Perlu fokus pada peningkatan kualitas output dan dokumentasi.
PRF0581,EMP0343,2023-mid,2023-07-15,1.9,EMP0071,4.3,4.6,"Inisiatif tinggi, proaktif mengambil tanggung jawab tambahan."
PRF0582,EMP0127,2022-annual,2023-01-20,2.8,EMP0119,2.3,3.6,Sangat baik dalam stakeholder management.
PRF0583,EMP0029,2022-annual,2023-01-20,3.5,EMP0174,2.2,4.7,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0584,EMP0456,2023-annual,2024-01-20,2.9,EMP0163,2.5,3.3,Perlu lebih disiplin dalam time management.
PRF0585,EMP0439,2024-annual,2025-01-20,4.8,EMP0410,2.9,3.3,"Performa konsisten, target tercapai sepanjang periode."
PRF0586,EMP0388,2023-annual,2024-01-20,2.4,EMP0301,4.5,4.9,"Komunikasi tertulis perlu diperbaiki, laporan kurang detail."
PRF0587,EMP0036,2024-mid,2024-07-15,3.2,EMP0207,4.4,3.7,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0588,EMP0222,2024-annual,2025-01-20,2.4,EMP0321,2.7,2.4,"Performa konsisten, target tercapai sepanjang periode."
PRF0589,EMP0151,2023-mid,2023-07-15,4.8,EMP0378,3.5,4.5,Perlu improvement di komunikasi dengan tim cross-functional.
PRF0590,EMP0246,2023-mid,2023-07-15,1.7,EMP0223,1.8,2.5,"Sikap profesional baik, technical skill perlu diasah lagi."
PRF0591,EMP0225,2022-annual,2023-01-20,1.7,EMP0192,4.3,2.3,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0592,EMP0435,2022-mid,2022-07-15,3.6,EMP0472,1.9,2.9,"Performa di bawah ekspektasi, perlu PIP."
PRF0593,EMP0068,2024-annual,2025-01-20,2.4,EMP0058,4.6,3.4,Sangat baik dalam stakeholder management.
PRF0594,EMP0294,2024-annual,2025-01-20,3.1,EMP0454,3.3,5.0,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0595,EMP0008,2023-annual,2024-01-20,4.4,EMP0009,3.0,2.8,"Target tercapai 80%, masih ada ruang improvement di delivery."
PRF0596,EMP0294,2022-annual,2023-01-20,4.6,EMP0454,3.1,4.0,"Kolaborasi tim sangat baik, leadership menonjol."
PRF0597,EMP0292,2022-mid,2022-07-15,4.0,EMP0109,3.2,3.8,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
PRF0598,EMP0494,2023-annual,2024-01-20,2.7,EMP0067,4.8,4.7,Sangat baik dalam stakeholder management.
PRF0599,EMP0169,2024-annual,2025-01-20,4.2,EMP0143,3.7,2.6,"Performa konsisten, target tercapai sepanjang periode."
PRF0600,EMP0471,2024-mid,2024-07-15,2.2,EMP0466,3.1,4.2,Cocok untuk rotasi ke tim/proyek strategis berikutnya.
